,City ID,confirm name,Confirm Country,Latitude,Longitude,Temp Kelvin,Temp C,Temp F,Humidity (RH)%,Cloud% Cover,wind speed (m/s),wind speed (mph),Time stamp
198,934479,Grand Gaube,MU,-20.01,57.66,299.26,26.0,79.0,65,0,4.02,8.93,['20 Oct 2020 08:22:19']
199,2288105,Grand-Lahou,CI,5.14,-5.02,300.77,28.0,82.0,74,94,4.9,10.89,['20 Oct 2020 08:22:19']
200,3433663,Gualeguay,AR,-33.14,-59.31,285.07,12.0,53.0,96,100,6.21,13.8,['20 Oct 2020 08:22:19']
201,3911924,Guanay,BO,-15.5,-67.88,296.41,23.0,74.0,76,87,0.69,1.53,['20 Oct 2020 08:22:19']
202,3461888,Guarapari,BR,-20.67,-40.5,296.56,23.0,74.0,88,90,2.1,4.67,['20 Oct 2020 08:22:19']
203,4021858,Guerrero Negro,MX,27.98,-114.06,293.13,20.0,68.0,89,0,3.65,8.11,['20 Oct 2020 08:22:19']
204,1270779,Guhāgar,IN,17.48,73.19,300.61,27.0,81.0,83,100,2.36,5.24,['20 Oct 2020 08:22:19']
205,3154539,Gullhaug,NO,59.5,10.25,276.27,3.0,38.0,93,75,2.1,4.67,['20 Oct 2020 08:22:19']
206,335288,Hāgere Hiywet,ET,8.98,37.85,293.64,21.0,69.0,56,26,2.57,5.71,['20 Oct 2020 08:22:19']
207,6324729,Halifax,CA,44.65,-63.57,288.05,15.0,59.0,100,90,3.6,8.0,['20 Oct 2020 08:22:19']
208,132144,Hamadan,IR,34.8,48.51,298.15,25.0,77.0,6,0,1.0,2.22,['20 Oct 2020 08:22:19']
209,1244926,Hambantota,LK,6.12,81.12,306.15,33.0,91.0,52,20,7.2,16.0,['20 Oct 2020 08:22:19']
210,4513583,Hamilton,US,39.18,-84.53,282.5,9.0,49.0,93,90,1.5,3.33,['20 Oct 2020 08:22:19']
211,1808857,Hanzhong,CN,33.07,107.03,289.03,16.0,61.0,59,98,0.68,1.51,['20 Oct 2020 08:22:19']
212,57289,Hargeisa,SO,9.56,44.06,301.49,28.0,83.0,19,0,7.11,15.8,['20 Oct 2020 08:22:19']
213,2276492,Harper,LR,4.38,-7.72,300.93,28.0,82.0,69,76,3.04,6.76,['20 Oct 2020 08:22:19']
214,5972291,Havre-St-Pierre,CA,50.23,-63.6,280.04,7.0,44.0,97,100,3.69,8.2,['20 Oct 2020 08:22:19']
215,5972762,Hay River,CA,60.82,-115.8,268.12,-5.0,23.0,88,50,2.84,6.31,['20 Oct 2020 08:22:19']
216,4696788,Hays,US,30.05,-98.03,296.08,23.0,73.0,93,78,1.34,2.98,['20 Oct 2020 08:22:19']
217,3356832,Henties Bay,NA,-22.12,14.28,290.93,18.0,64.0,78,3,1.79,3.98,['20 Oct 2020 08:22:19']
218,3366880,Hermanus,ZA,-34.42,19.23,290.93,18.0,64.0,63,6,2.24,4.98,['20 Oct 2020 08:22:19']
219,5855927,Hilo,US,19.73,-155.09,293.47,21.0,69.0,77,1,2.1,4.67,['20 Oct 2020 08:22:19']
220,1282256,Hithadhoo,MV,-0.6,73.08,301.64,28.0,83.0,76,53,5.89,13.09,['20 Oct 2020 08:22:19']
221,2163355,Hobart,AU,-42.88,147.33,284.86,12.0,53.0,81,75,4.1,9.11,['20 Oct 2020 08:22:19']
222,57000,Hobyo,SO,5.35,48.53,301.87,29.0,84.0,70,7,8.48,18.84,['20 Oct 2020 08:22:19']
223,2630299,Hofn,IS,64.25,-15.21,276.65,3.0,38.0,71,94,2.31,5.13,['20 Oct 2020 08:22:19']
224,196742,Homa Bay,KE,-0.53,34.46,301.15,28.0,82.0,51,75,1.5,3.33,['20 Oct 2020 08:22:19']
225,3398428,Humberto de Campos,BR,-2.6,-43.46,301.25,28.0,83.0,69,35,4.89,10.87,['20 Oct 2020 08:22:19']
226,2629833,Husavik,IS,66.04,-17.34,273.15,0.0,32.0,78,92,2.6,5.78,['20 Oct 2020 08:22:19']
227,3461499,Igarapava,BR,-20.04,-47.75,293.1,20.0,68.0,90,100,2.5,5.56,['20 Oct 2020 08:22:19']
228,2524533,Iglesias,IT,39.31,8.54,294.91,22.0,71.0,56,20,6.7,14.89,['20 Oct 2020 08:22:19']
229,2337639,Ilorin,NG,8.5,4.55,306.19,33.0,91.0,49,33,1.07,2.38,['20 Oct 2020 08:22:19']
230,3423146,Ilulissat,GL,69.22,-51.1,277.15,4.0,39.0,77,75,5.1,11.33,['20 Oct 2020 08:22:19']
231,3408424,Ipixuna,BR,-1.76,-48.8,301.15,28.0,82.0,83,75,5.7,12.67,['20 Oct 2020 08:22:19']
232,5983720,Iqaluit,CA,63.75,-68.51,268.71,-4.0,24.0,85,100,1.34,2.98,['20 Oct 2020 08:22:19']
233,3696183,Iquitos,PE,-3.75,-73.25,297.15,24.0,75.0,94,100,1.0,2.22,['20 Oct 2020 08:22:19']
234,3461017,Irati,BR,-25.47,-50.65,296.57,23.0,74.0,63,83,1.19,2.64,['20 Oct 2020 08:22:19']
235,215771,Isiro,CD,2.77,27.62,296.85,24.0,75.0,95,86,1.43,3.18,['20 Oct 2020 08:22:19']
236,3397893,Itacoatiara,BR,-3.14,-58.44,304.19,31.0,88.0,52,99,1.21,2.69,['20 Oct 2020 08:22:19']
237,3397967,Itaituba,BR,-4.28,-55.98,303.02,30.0,86.0,57,100,1.47,3.27,['20 Oct 2020 08:22:19']
238,3460773,Itapaci,BR,-14.95,-49.55,299.03,26.0,79.0,67,99,2.19,4.87,['20 Oct 2020 08:22:19']
239,3393692,Itarema,BR,-2.92,-39.92,302.83,29.0,85.0,57,71,8.66,19.24,['20 Oct 2020 08:22:19']
240,3397763,Jacareacanga,BR,-6.22,-57.75,300.57,27.0,81.0,72,100,1.54,3.42,['20 Oct 2020 08:22:19']
241,2336589,Jalingo,NG,8.88,11.37,306.39,33.0,92.0,50,10,1.82,4.04,['20 Oct 2020 08:22:19']
242,56399,Jamame,SO,0.07,42.75,303.75,31.0,87.0,57,21,6.76,15.02,['20 Oct 2020 08:22:19']
243,5122534,Jamestown,US,42.1,-79.24,280.64,7.0,45.0,100,90,5.7,12.67,['20 Oct 2020 08:22:19']
244,2336237,Jega,NG,12.22,4.38,309.48,36.0,97.0,26,0,1.22,2.71,['20 Oct 2020 08:22:19']
245,1268865,Jodhpur,IN,26.29,73.03,308.24,35.0,95.0,26,37,0.91,2.02,['20 Oct 2020 08:22:19']
246,3663693,Jutaí,BR,-5.18,-68.9,298.96,26.0,78.0,77,93,1.47,3.27,['20 Oct 2020 08:22:19']
247,1804892,Juye,CN,35.39,116.09,289.66,17.0,62.0,44,99,3.46,7.69,['20 Oct 2020 08:22:19']
248,158684,Kabanga,TZ,-2.64,30.47,296.39,23.0,74.0,67,77,0.95,2.11,['20 Oct 2020 08:22:19']
249,373141,Kaduqli,SD,11.02,29.72,308.33,35.0,95.0,29,49,3.01,6.69,['20 Oct 2020 08:22:19']
250,214974,Kalemie,CD,-5.95,29.19,301.11,28.0,82.0,52,94,1.46,3.24,['20 Oct 2020 08:22:19']
251,553766,Kamenka,RU,51.32,42.77,283.29,10.0,50.0,45,0,7.08,15.73,['20 Oct 2020 08:22:19']
252,933692,Kang,BW,-23.68,22.79,310.13,37.0,99.0,9,0,4.99,11.09,['20 Oct 2020 08:22:19']
253,2400682,Kango,GA,0.19,10.1,298.59,26.0,78.0,92,96,0.76,1.69,['20 Oct 2020 08:22:19']
254,372884,Kapoeta,SS,4.77,33.59,303.96,31.0,87.0,46,95,3.17,7.04,['20 Oct 2020 08:22:19']
255,6620339,Karratha,AU,-20.74,116.85,294.76,22.0,71.0,86,0,5.93,13.18,['20 Oct 2020 08:22:19']
256,2315026,Kasongo-Lunda,CD,-6.47,16.82,306.3,33.0,92.0,48,2,1.03,2.29,['20 Oct 2020 08:22:19']
257,158179,Katerero,TZ,-1.4,31.73,295.15,22.0,72.0,78,75,4.62,10.27,['20 Oct 2020 08:22:19']
258,877178,Katima Mulilo,NA,-17.5,24.27,311.15,38.0,100.0,8,0,5.1,11.33,['20 Oct 2020 08:22:19']
259,2094342,Kavieng,PG,-2.57,150.8,301.58,28.0,83.0,72,100,3.01,6.69,['20 Oct 2020 08:22:19']
260,2455517,Kayes,ML,14.0,-11.0,309.15,36.0,97.0,30,30,4.1,9.11,['20 Oct 2020 08:22:19']
261,2425791,Kibala,TD,9.11,18.35,309.15,36.0,97.0,41,20,2.1,4.67,['20 Oct 2020 08:22:19']
262,157960,Kibondo,TZ,-3.59,30.72,297.89,25.0,77.0,63,100,1.4,3.11,['20 Oct 2020 08:22:19']
263,2455290,Kidal,ML,18.44,1.41,310.72,38.0,100.0,9,0,1.93,4.29,['20 Oct 2020 08:22:19']
264,157738,Kigoma,TZ,-4.88,29.63,295.15,22.0,72.0,88,75,2.6,5.78,['20 Oct 2020 08:22:19']
265,2022064,Kirovskiy,RU,45.09,133.51,281.82,9.0,48.0,59,0,2.87,6.38,['20 Oct 2020 08:22:19']
266,212730,Kisangani,CD,0.52,25.2,298.15,25.0,77.0,78,75,1.76,3.91,['20 Oct 2020 08:22:19']
267,156974,Kisesa,TZ,-3.08,34.15,300.19,27.0,81.0,41,83,2.82,6.27,['20 Oct 2020 08:22:19']
268,5866583,Saint Paul Harbor,US,57.79,-152.41,277.15,4.0,39.0,80,20,7.19,15.98,['20 Oct 2020 08:22:19']
269,1503037,Kodinsk,RU,58.69,99.18,271.18,-2.0,28.0,98,100,1.75,3.89,['20 Oct 2020 08:22:19']
270,2249554,Koungheul,SN,13.98,-14.8,310.08,37.0,98.0,19,85,4.0,8.89,['20 Oct 2020 08:22:19']
271,2229798,Kousséri,CM,12.08,15.03,312.15,39.0,102.0,20,0,2.6,5.78,['20 Oct 2020 08:22:19']
272,261814,Koutsouras,GR,35.03,25.95,296.48,23.0,74.0,55,51,4.47,9.93,['20 Oct 2020 08:22:19']
273,2299233,Kpandu,GH,7.0,0.29,301.49,28.0,83.0,73,16,1.58,3.51,['20 Oct 2020 08:22:19']
274,986717,Kruisfontein,ZA,-34.0,24.73,294.82,22.0,71.0,43,65,6.71,14.91,['20 Oct 2020 08:22:19']
275,1735634,Kuching,MY,1.55,110.33,301.15,28.0,82.0,78,20,2.1,4.67,['20 Oct 2020 08:22:19']
276,1337607,Kudahuvadhoo,MV,2.67,72.89,301.22,28.0,83.0,79,100,5.97,13.27,['20 Oct 2020 08:22:19']
277,1337613,Kulhudhuffushi,MV,6.62,73.07,301.07,28.0,82.0,79,100,6.06,13.47,['20 Oct 2020 08:22:19']
278,2057087,Kupang,ID,-10.17,123.58,301.15,28.0,82.0,74,20,3.6,8.0,['20 Oct 2020 08:22:19']
279,371745,Kutum,SD,14.2,24.67,305.24,32.0,90.0,12,1,5.9,13.11,['20 Oct 2020 08:22:19']
280,1317375,Kyaikto,MM,17.3,97.02,298.76,26.0,78.0,82,100,3.23,7.18,['20 Oct 2020 08:22:19']
281,2021031,Kyren,RU,51.68,102.14,270.3,-3.0,27.0,79,23,1.35,3.0,['20 Oct 2020 08:22:19']
282,3500957,La Romana,DO,18.43,-68.97,298.15,25.0,77.0,94,20,1.71,3.8,['20 Oct 2020 08:22:19']
283,3006414,La Seyne-sur-Mer,FR,43.1,5.88,291.58,18.0,65.0,70,89,5.81,12.91,['20 Oct 2020 08:22:19']
284,8079926,Labuhan,ID,-6.88,112.21,301.23,28.0,83.0,76,8,3.97,8.82,['20 Oct 2020 08:22:19']
285,156098,Laela,TZ,-8.57,32.05,304.39,31.0,88.0,24,34,2.25,5.0,['20 Oct 2020 08:22:19']
286,2332504,Lafiagi,NG,8.87,5.42,309.37,36.0,97.0,45,58,0.54,1.2,['20 Oct 2020 08:22:19']
287,3372964,Lagoa,PT,39.05,-27.98,290.68,18.0,64.0,68,5,11.63,25.84,['20 Oct 2020 08:22:19']
288,2332453,Lagos,NG,6.58,3.75,303.54,31.0,87.0,65,66,3.21,7.13,['20 Oct 2020 08:22:19']
289,5364271,Laguna,US,38.42,-121.42,286.81,14.0,57.0,76,1,1.67,3.71,['20 Oct 2020 08:22:19']
290,2429296,Laï,TD,9.4,16.3,307.79,34.0,94.0,32,1,2.27,5.04,['20 Oct 2020 08:22:19']
291,1707944,Lala,PH,7.97,123.75,297.05,24.0,75.0,96,100,0.98,2.18,['20 Oct 2020 08:22:19']
292,2399870,Lastoursville,GA,-0.81,12.73,301.14,28.0,82.0,67,95,2.43,5.4,['20 Oct 2020 08:22:19']
293,2738381,Lata,PT,40.16,-8.33,288.71,16.0,60.0,97,100,1.34,2.98,['20 Oct 2020 08:22:19']
294,3883457,Lebu,CL,-37.62,-73.65,283.02,10.0,50.0,71,0,6.35,14.11,['20 Oct 2020 08:22:19']
295,1043893,Lichinga,MZ,-13.31,35.24,299.74,27.0,80.0,36,39,2.63,5.84,['20 Oct 2020 08:22:19']
296,2524379,Lipari,IT,38.47,14.95,293.71,21.0,69.0,59,57,1.79,3.98,['20 Oct 2020 08:22:19']
297,211734,Lisala,CD,2.15,21.52,302.33,29.0,85.0,67,92,0.51,1.13,['20 Oct 2020 08:22:19']
298,155921,Liwale,TZ,-9.77,37.93,307.8,34.0,94.0,24,17,2.34,5.2,['20 Oct 2020 08:22:19']
299,3347939,Lobito,AO,-12.35,13.55,300.15,27.0,81.0,69,90,4.1,9.11,['20 Oct 2020 08:22:19']
300,189280,Lodwar,KE,3.12,35.6,307.77,34.0,94.0,30,32,6.16,13.69,['20 Oct 2020 08:22:19']
301,2092164,Lorengau,PG,-2.02,147.27,300.81,28.0,82.0,70,94,1.29,2.87,['20 Oct 2020 08:22:19']
302,2514651,Los Llanos de Aridane,ES,28.66,-17.92,295.5,22.0,72.0,74,75,13.4,29.78,['20 Oct 2020 08:22:19']
303,2258261,Dolisie,CG,-4.2,12.67,302.02,29.0,84.0,64,92,2.54,5.64,['20 Oct 2020 08:22:19']
304,2240449,Luanda,AO,-8.84,13.23,302.15,29.0,84.0,62,40,5.1,11.33,['20 Oct 2020 08:22:19']
305,3489657,Lucea,JM,18.45,-78.17,298.93,26.0,78.0,83,20,1.5,3.33,['20 Oct 2020 08:22:19']
306,3355672,Lüderitz,NA,-26.65,15.16,297.36,24.0,76.0,29,0,16.68,37.07,['20 Oct 2020 08:22:19']
307,876123,Lumeje,AO,-11.55,20.78,308.16,35.0,95.0,17,0,2.0,4.44,['20 Oct 2020 08:22:19']
308,1264700,Lūnāvāda,IN,23.13,73.62,305.63,32.0,90.0,55,29,2.14,4.76,['20 Oct 2020 08:22:19']
309,155514,Mabamba,TZ,-3.6,30.5,298.46,26.0,78.0,63,100,1.53,3.4,['20 Oct 2020 08:22:19']
310,3395981,Maceió,BR,-9.67,-35.74,301.15,28.0,82.0,61,40,6.2,13.78,['20 Oct 2020 08:22:19']
311,3654536,Machachi,EC,-0.5,-78.57,282.65,9.0,49.0,81,40,1.5,3.33,['20 Oct 2020 08:22:19']
312,2257990,Madingou,CG,-4.15,13.55,302.97,30.0,86.0,63,95,2.51,5.58,['20 Oct 2020 08:22:19']
313,934322,Mahébourg,MU,-20.41,57.7,300.15,27.0,81.0,65,40,5.7,12.67,['20 Oct 2020 08:22:19']
314,1337605,Mahibadhoo,MV,3.78,72.97,301.29,28.0,83.0,78,66,5.91,13.13,['20 Oct 2020 08:22:19']
315,2514301,Mahon,ES,39.89,4.27,295.15,22.0,72.0,73,40,7.7,17.11,['20 Oct 2020 08:22:19']
316,2399371,Makokou,GA,0.57,12.86,297.07,24.0,75.0,84,94,2.07,4.6,['20 Oct 2020 08:22:19']
317,155016,Malinyi,TZ,-8.93,36.13,307.6,34.0,94.0,32,14,2.36,5.24,['20 Oct 2020 08:22:19']
318,3146487,Måløy,NO,61.94,5.11,278.57,6.0,42.0,87,75,10.3,22.89,['20 Oct 2020 08:22:19']
319,1636544,Manado,ID,1.49,124.85,300.15,27.0,81.0,78,40,1.0,2.22,['20 Oct 2020 08:22:19']
320,3663516,Mâncio Lima,BR,-7.61,-72.9,302.07,29.0,84.0,58,92,1.31,2.91,['20 Oct 2020 08:22:19']
321,187896,Mandera,KE,3.94,41.87,307.9,35.0,95.0,30,15,0.87,1.93,['20 Oct 2020 08:22:19']
322,4163318,Mango,US,27.98,-82.31,297.02,24.0,75.0,88,1,5.77,12.82,['20 Oct 2020 08:22:19']
323,3663503,Manicoré,BR,-5.81,-61.3,304.8,32.0,89.0,55,73,1.56,3.47,['20 Oct 2020 08:22:19']
324,933416,Manyana,BW,-23.4,21.72,310.11,37.0,99.0,9,35,4.37,9.71,['20 Oct 2020 08:22:19']
325,2469252,Menzel Salem,TN,35.86,8.48,297.15,24.0,75.0,23,0,1.5,3.33,['20 Oct 2020 08:22:19']
326,3430863,Mar del Plata,AR,-38.0,-57.56,286.17,13.0,55.0,71,50,2.1,4.67,['20 Oct 2020 08:22:19']
327,1701054,Marawi,PH,8.0,124.29,297.59,24.0,76.0,95,100,1.34,2.98,['20 Oct 2020 08:22:19']
328,2643044,Margate,GB,51.38,1.39,290.05,17.0,62.0,77,100,2.24,4.98,['20 Oct 2020 08:22:19']
329,370457,Maridi,SS,4.92,29.47,295.81,23.0,73.0,85,100,2.72,6.04,['20 Oct 2020 08:22:19']
330,72181,Marzuq,YE,14.4,46.47,301.27,28.0,83.0,15,0,5.21,11.58,['20 Oct 2020 08:22:19']
331,2215163,Masallātah,LY,32.62,14.0,295.04,22.0,71.0,43,0,3.72,8.27,['20 Oct 2020 08:22:19']
332,2428228,Massakory,TD,13.0,15.73,312.67,39.0,103.0,9,0,6.35,14.11,['20 Oct 2020 08:22:19']
333,2313002,Matadi,CD,-5.82,13.45,304.79,32.0,89.0,52,45,2.73,6.07,['20 Oct 2020 08:22:19']
334,1235846,Matara,LK,5.95,80.54,299.8,27.0,80.0,79,0,4.78,10.62,['20 Oct 2020 08:22:19']
335,6201424,Mataura,NZ,-46.19,168.86,281.48,8.0,47.0,80,86,0.45,1.0,['20 Oct 2020 08:22:19']
336,4566208,Maunabo,PR,18.01,-65.9,300.16,27.0,81.0,100,45,1.39,3.09,['20 Oct 2020 08:22:19']
337,2441194,Mayahi,NE,13.96,7.67,310.33,37.0,99.0,9,0,3.3,7.33,['20 Oct 2020 08:22:19']
338,2399001,Mayumba,GA,-3.43,10.66,299.3,26.0,79.0,84,96,4.45,9.89,['20 Oct 2020 08:22:19']
339,3395042,Mazagão,BR,-0.12,-51.29,304.15,31.0,88.0,74,40,4.1,9.11,['20 Oct 2020 08:22:19']
340,2312895,Mbandaka,CD,0.05,18.26,302.13,29.0,84.0,61,59,1.27,2.82,['20 Oct 2020 08:22:19']
341,2488835,Médéa,DZ,36.26,2.75,305.15,32.0,90.0,21,0,1.5,3.33,['20 Oct 2020 08:22:19']
342,3347353,Menongue,AO,-14.66,17.69,310.73,38.0,100.0,8,66,5.12,11.38,['20 Oct 2020 08:22:19']
343,257122,Methóni,GR,36.82,21.7,296.04,23.0,73.0,53,40,3.1,6.89,['20 Oct 2020 08:22:19']
344,1214488,Meulaboh,ID,4.14,96.13,299.92,27.0,80.0,81,42,1.22,2.71,['20 Oct 2020 08:22:19']
345,153955,Micheweni,TZ,-4.97,39.83,301.32,28.0,83.0,62,23,3.97,8.82,['20 Oct 2020 08:22:19']
346,2398430,Mimongo,GA,-1.62,11.61,297.92,25.0,77.0,82,99,1.62,3.6,['20 Oct 2020 08:22:19']
347,123941,Mīnāb,IR,27.15,57.08,309.15,36.0,97.0,7,0,4.1,9.11,['20 Oct 2020 08:22:19']
348,2330100,Minna,NG,9.61,6.56,307.27,34.0,93.0,45,22,0.53,1.18,['20 Oct 2020 08:22:19']
349,3394813,Mirador,BR,-6.37,-44.36,308.11,35.0,95.0,33,47,2.07,4.6,['20 Oct 2020 08:22:19']
350,3674676,Mitú,CO,1.2,-70.17,300.61,27.0,81.0,73,53,0.96,2.13,['20 Oct 2020 08:22:19']
351,2214827,Mizdah,LY,31.45,12.98,296.39,23.0,74.0,26,0,3.19,7.09,['20 Oct 2020 08:22:19']
352,975436,Mmabatho,ZA,-25.85,25.63,309.15,36.0,97.0,12,20,7.2,16.0,['20 Oct 2020 08:22:19']
353,3383494,Moengo,SR,5.62,-54.4,303.73,31.0,87.0,59,100,2.24,4.98,['20 Oct 2020 08:22:19']
354,53654,Mogadishu,SO,2.04,45.34,303.15,30.0,86.0,62,20,5.7,12.67,['20 Oct 2020 08:22:19']
355,153247,Monduli,TZ,-3.3,36.45,299.15,26.0,79.0,44,75,2.6,5.78,['20 Oct 2020 08:22:19']
356,1252514,Mongar,BT,27.27,91.24,287.21,14.0,57.0,94,0,1.81,4.02,['20 Oct 2020 08:22:19']
357,2274895,Monrovia,LR,6.3,-10.8,301.12,28.0,82.0,75,78,4.15,9.22,['20 Oct 2020 08:22:19']
358,2992770,Arrondissement de Mont-de-Marsan,FR,44.0,-0.67,288.94,16.0,60.0,87,100,3.1,6.89,['20 Oct 2020 08:22:19']
359,6078372,Moose Factory,CA,51.26,-80.61,272.46,-1.0,31.0,95,78,1.65,3.67,['20 Oct 2020 08:22:19']
360,933277,Mosetse,BW,-20.75,26.65,311.02,38.0,100.0,8,0,6.53,14.51,['20 Oct 2020 08:22:19']
361,2397978,Mounana,GA,-1.41,13.16,304.15,31.0,88.0,58,75,2.6,5.78,['20 Oct 2020 08:22:19']
362,2156643,Mount Gambier,AU,-37.83,140.77,281.15,8.0,46.0,93,100,2.6,5.78,['20 Oct 2020 08:22:19']
363,905846,Mpika,ZM,-11.83,31.45,303.59,31.0,87.0,25,47,1.84,4.09,['20 Oct 2020 08:22:19']
364,175961,Mpulungu,ZM,-8.76,31.11,302.48,29.0,85.0,43,11,1.76,3.91,['20 Oct 2020 08:22:19']
365,645765,Muhos,FI,64.81,25.99,272.61,-1.0,31.0,92,90,3.1,6.89,['20 Oct 2020 08:22:19']
366,904422,Mumbwa,ZM,-14.98,27.06,308.71,36.0,96.0,10,0,2.44,5.42,['20 Oct 2020 08:22:19']
367,2297810,Mumford,GH,5.26,-0.76,300.56,27.0,81.0,79,62,5.82,12.93,['20 Oct 2020 08:22:19']
368,1262444,Murbād,IN,19.25,73.4,303.15,30.0,86.0,84,75,3.6,8.0,['20 Oct 2020 08:22:19']
369,3115824,Muros,ES,42.78,-9.06,291.48,18.0,65.0,80,100,9.39,20.87,['20 Oct 2020 08:22:19']
370,524100,Muyezerskiy,RU,63.93,31.65,272.15,-1.0,30.0,97,100,3.81,8.47,['20 Oct 2020 08:22:19']
371,2225703,Mvangué,CM,2.97,11.52,299.2,26.0,79.0,82,21,0.57,1.27,['20 Oct 2020 08:22:19']
372,902721,Mwense,ZM,-10.38,28.7,306.8,34.0,93.0,22,79,1.32,2.93,['20 Oct 2020 08:22:19']
373,152042,Naberera,TZ,-4.2,36.93,300.88,28.0,82.0,34,99,6.43,14.29,['20 Oct 2020 08:22:19']
374,3047509,Nagytarcsa,HU,47.53,19.28,288.55,16.0,60.0,44,20,5.7,12.67,['20 Oct 2020 08:22:19']
375,3347019,Mossamedes,AO,-15.2,12.15,298.15,25.0,77.0,65,20,7.2,16.0,['20 Oct 2020 08:22:19']
376,3421765,Nanortalik,GL,60.14,-45.24,275.85,3.0,37.0,83,100,2.28,5.07,['20 Oct 2020 08:22:19']
377,1855612,Nara,JP,34.69,135.8,289.33,16.0,61.0,67,20,2.6,5.78,['20 Oct 2020 08:22:19']
378,1261853,Narasannapeta,IN,18.42,84.05,300.44,27.0,81.0,85,27,3.22,7.16,['20 Oct 2020 08:22:19']
379,3394023,Natal,BR,-5.79,-35.21,302.15,29.0,84.0,62,75,9.3,20.67,['20 Oct 2020 08:22:19']
380,1855540,Naze,JP,28.37,129.48,297.15,24.0,75.0,78,40,7.7,17.11,['20 Oct 2020 08:22:19']
381,3430443,Necochea,AR,-38.55,-58.74,285.93,13.0,55.0,71,40,1.79,3.98,['20 Oct 2020 08:22:19']
382,522745,Nema,RU,57.51,50.5,275.86,3.0,37.0,81,100,4.19,9.31,['20 Oct 2020 08:22:19']
383,2155415,New Norfolk,AU,-42.78,147.06,284.33,11.0,52.0,68,100,0.9,2.0,['20 Oct 2020 08:22:19']
384,5264475,New Richmond,US,45.12,-92.54,269.64,-3.0,26.0,92,75,2.1,4.67,['20 Oct 2020 08:22:19']
385,2427036,Ngama,TD,11.78,17.17,311.39,38.0,101.0,14,0,5.47,12.16,['20 Oct 2020 08:22:19']
386,2064735,Nhulunbuy,AU,-12.23,136.77,299.15,26.0,79.0,83,96,1.5,3.33,['20 Oct 2020 08:22:19']
387,2440485,Niamey,NE,13.51,2.11,310.15,37.0,99.0,32,0,3.6,8.0,['20 Oct 2020 08:22:19']
388,3622716,Nicoya,CR,10.15,-85.45,297.15,24.0,75.0,100,100,2.6,5.78,['20 Oct 2020 08:22:19']
389,2412408,Nioro,GM,13.35,-15.75,308.99,36.0,97.0,34,18,2.51,5.58,['20 Oct 2020 08:22:19']
390,2990354,Arrondissement de Niort,FR,46.33,-0.33,289.26,16.0,61.0,80,100,5.36,11.91,['20 Oct 2020 08:22:19']
391,3393922,Nísia Floresta,BR,-6.09,-35.21,302.15,29.0,84.0,62,75,9.3,20.67,['20 Oct 2020 08:22:19']
392,520798,Nizhniy Baskunchak,RU,48.22,46.83,286.78,14.0,57.0,45,92,6.02,13.38,['20 Oct 2020 08:22:19']
393,933211,Nokaneng,BW,-19.67,22.27,313.32,40.0,104.0,7,5,2.69,5.98,['20 Oct 2020 08:22:19']
394,2377457,Nouadhibou,MR,20.93,-17.03,304.15,31.0,88.0,40,75,4.6,10.22,['20 Oct 2020 08:22:19']
395,924572,Nsanje,MW,-16.92,35.26,313.28,40.0,104.0,17,43,0.71,1.58,['20 Oct 2020 08:22:19']
396,3703828,Nuevo Emperador,PA,9.0,-79.73,298.81,26.0,78.0,88,40,4.6,10.22,['20 Oct 2020 08:22:19']
397,516647,Nyandoma,RU,61.67,40.2,271.55,-2.0,29.0,98,98,3.78,8.4,['20 Oct 2020 08:22:19']
